'woodp'=>2080000,'clayp'=>2400000,'ironp'=>2400000,'cropp'=>3599196,'upkeep'=>0
'woodp'=>10394000,'clayp'=>10242000,'ironp'=>10364000,'cropp'=>4669043.4,'upkeep'=>280280.6
'woodp'=>6125000,'clayp'=>6125000,'ironp'=>6125000,'cropp'=>128598234,'upkeep'=>25461
'woodp'=>10394000,'clayp'=>10242000,'ironp'=>10364000,'cropp'=>4669043.4,'upkeep'=>280280.6
'woodp'=>6125000,'clayp'=>6125000,'ironp'=>6125000,'cropp'=>128598234,'upkeep'=>25461
'woodp'=>10394000,'clayp'=>10242000,'ironp'=>10364000,'cropp'=>4669043.4,'upkeep'=>280280.6
'woodp'=>10394000,'clayp'=>10242000,'ironp'=>10364000,'cropp'=>4669043.4,'upkeep'=>280280.6
'woodp'=>10394000,'clayp'=>10242000,'ironp'=>10364000,'cropp'=>4669043.4,'upkeep'=>280280.6
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>6125000,'clayp'=>6125000,'ironp'=>6125000,'cropp'=>128598234,'upkeep'=>25461
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>10394000,'clayp'=>10242000,'ironp'=>10364000,'cropp'=>4669043.4,'upkeep'=>280280.6
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>10394000,'clayp'=>10242000,'ironp'=>10364000,'cropp'=>4669043.4,'upkeep'=>280280.6
'woodp'=>10394000,'clayp'=>10242000,'ironp'=>10364000,'cropp'=>4669043.4,'upkeep'=>280280.6
'woodp'=>10394000,'clayp'=>10242000,'ironp'=>10364000,'cropp'=>4669043.4,'upkeep'=>280280.6
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33566118.6,'upkeep'=>3182530.4
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>14700000,'clayp'=>24500000,'ironp'=>19600000,'cropp'=>28814889,'upkeep'=>583414
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>14700000,'clayp'=>24500000,'ironp'=>19600000,'cropp'=>28814889,'upkeep'=>583414
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>14700000,'clayp'=>24500000,'ironp'=>19600000,'cropp'=>28814889,'upkeep'=>583414
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>14700000,'clayp'=>24500000,'ironp'=>19600000,'cropp'=>28814889,'upkeep'=>583414
'woodp'=>14700000,'clayp'=>24500000,'ironp'=>19600000,'cropp'=>28814889,'upkeep'=>583414
'woodp'=>14700000,'clayp'=>24500000,'ironp'=>19600000,'cropp'=>28814889,'upkeep'=>583414
'woodp'=>14700000,'clayp'=>24500000,'ironp'=>19600000,'cropp'=>28814889,'upkeep'=>583414
'woodp'=>14700000,'clayp'=>24500000,'ironp'=>19600000,'cropp'=>28814889,'upkeep'=>583414
'woodp'=>14700000,'clayp'=>24500000,'ironp'=>19600000,'cropp'=>28814889,'upkeep'=>583414
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33566118.6,'upkeep'=>3182530.4
'woodp'=>14700000,'clayp'=>24500000,'ironp'=>19600000,'cropp'=>28814889,'upkeep'=>583414
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>14700000,'clayp'=>24500000,'ironp'=>19600000,'cropp'=>28814889,'upkeep'=>583414
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>14700000,'clayp'=>24500000,'ironp'=>19600000,'cropp'=>28814889,'upkeep'=>583414
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33566118.6,'upkeep'=>3182530.4
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>6125000,'clayp'=>6125000,'ironp'=>6125000,'cropp'=>128598234,'upkeep'=>25461
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33566118.6,'upkeep'=>3182530.4
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>14700000,'clayp'=>24500000,'ironp'=>19600000,'cropp'=>28814889,'upkeep'=>583414
'woodp'=>6125000,'clayp'=>6125000,'ironp'=>6125000,'cropp'=>128598234,'upkeep'=>25461
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>14700000,'clayp'=>24500000,'ironp'=>19600000,'cropp'=>28814889,'upkeep'=>583414
'woodp'=>30625000,'clayp'=>24500000,'ironp'=>18375000,'cropp'=>28983583.8,'upkeep'=>415003.2
'woodp'=>6125000,'clayp'=>6125000,'ironp'=>6125000,'cropp'=>128598234,'upkeep'=>25461
'woodp'=>30625000,'clayp'=>24500000,'ironp'=>18375000,'cropp'=>28983583.8,'upkeep'=>415003.2
'woodp'=>30625000,'clayp'=>24500000,'ironp'=>18375000,'cropp'=>28983583.8,'upkeep'=>415003.2
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>30625000,'clayp'=>24500000,'ironp'=>18375000,'cropp'=>28983583.8,'upkeep'=>415003.2
'woodp'=>6125000,'clayp'=>6125000,'ironp'=>6125000,'cropp'=>128598234,'upkeep'=>25461
'woodp'=>6125000,'clayp'=>6125000,'ironp'=>6125000,'cropp'=>128598234,'upkeep'=>25461
'woodp'=>6125000,'clayp'=>6125000,'ironp'=>6125000,'cropp'=>128598234,'upkeep'=>25461
'woodp'=>6125000,'clayp'=>6125000,'ironp'=>6125000,'cropp'=>128598234,'upkeep'=>25461
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>6125000,'clayp'=>6125000,'ironp'=>6125000,'cropp'=>128598234,'upkeep'=>25461
'woodp'=>30625000,'clayp'=>24500000,'ironp'=>18375000,'cropp'=>28983583.8,'upkeep'=>415003.2
'woodp'=>30625000,'clayp'=>24500000,'ironp'=>18375000,'cropp'=>28983583.8,'upkeep'=>415003.2
'woodp'=>6125000,'clayp'=>6125000,'ironp'=>6125000,'cropp'=>128598234,'upkeep'=>25461
'woodp'=>30625000,'clayp'=>24500000,'ironp'=>18375000,'cropp'=>28983583.8,'upkeep'=>415003.2
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33566118.6,'upkeep'=>3182530.4
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>30625000,'clayp'=>24500000,'ironp'=>18375000,'cropp'=>28983583.8,'upkeep'=>415003.2
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>30625000,'clayp'=>24500000,'ironp'=>18375000,'cropp'=>28983583.8,'upkeep'=>415003.2
'woodp'=>30625000,'clayp'=>24500000,'ironp'=>18375000,'cropp'=>28983583.8,'upkeep'=>415003.2
'woodp'=>30625000,'clayp'=>24500000,'ironp'=>18375000,'cropp'=>28983583.8,'upkeep'=>415003.2
'woodp'=>30625000,'clayp'=>24500000,'ironp'=>18375000,'cropp'=>28983583.8,'upkeep'=>415003.2
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33566118.6,'upkeep'=>3182530.4
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>6125000,'clayp'=>6125000,'ironp'=>6125000,'cropp'=>128598234,'upkeep'=>25461
'woodp'=>20974000,'clayp'=>10824000,'ironp'=>10432000,'cropp'=>-199016934,'upkeep'=>219643287
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33566118.6,'upkeep'=>3182530.4
'woodp'=>6125000,'clayp'=>6125000,'ironp'=>6125000,'cropp'=>128598234,'upkeep'=>25461
'woodp'=>30625000,'clayp'=>24500000,'ironp'=>18375000,'cropp'=>28983583.8,'upkeep'=>415003.2
'woodp'=>6125000,'clayp'=>6125000,'ironp'=>6125000,'cropp'=>128598234,'upkeep'=>25461
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>30625000,'clayp'=>24500000,'ironp'=>18375000,'cropp'=>28983583.8,'upkeep'=>415003.2
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>30625000,'clayp'=>24500000,'ironp'=>18375000,'cropp'=>28983583.8,'upkeep'=>415003.2
'woodp'=>30625000,'clayp'=>24500000,'ironp'=>18375000,'cropp'=>28983583.8,'upkeep'=>415003.2
'woodp'=>20974000,'clayp'=>10824000,'ironp'=>10432000,'cropp'=>-199016934,'upkeep'=>219643287
'woodp'=>30625000,'clayp'=>24500000,'ironp'=>18375000,'cropp'=>28983583.8,'upkeep'=>415003.2
'woodp'=>6125000,'clayp'=>6125000,'ironp'=>6125000,'cropp'=>128598234,'upkeep'=>25461
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33566118.6,'upkeep'=>3182530.4
'woodp'=>20974000,'clayp'=>10824000,'ironp'=>10432000,'cropp'=>-199016934,'upkeep'=>219643287
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>6125000,'clayp'=>6125000,'ironp'=>6125000,'cropp'=>128598234,'upkeep'=>25461
'woodp'=>20974000,'clayp'=>10824000,'ironp'=>10432000,'cropp'=>-199016934,'upkeep'=>219643287
'woodp'=>6125000,'clayp'=>6125000,'ironp'=>6125000,'cropp'=>128598234,'upkeep'=>25461
'woodp'=>20974000,'clayp'=>10824000,'ironp'=>10432000,'cropp'=>-199016934,'upkeep'=>219643287
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>20974000,'clayp'=>10824000,'ironp'=>10432000,'cropp'=>-199016934,'upkeep'=>219643287
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>30625000,'clayp'=>24500000,'ironp'=>18375000,'cropp'=>28983583.8,'upkeep'=>415003.2
'woodp'=>20974000,'clayp'=>10824000,'ironp'=>10432000,'cropp'=>-199016934,'upkeep'=>219643287
'woodp'=>30625000,'clayp'=>24500000,'ironp'=>18375000,'cropp'=>28983583.8,'upkeep'=>415003.2
'woodp'=>30625000,'clayp'=>24500000,'ironp'=>18375000,'cropp'=>28983583.8,'upkeep'=>415003.2
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>30625000,'clayp'=>24500000,'ironp'=>18375000,'cropp'=>28983583.8,'upkeep'=>415003.2
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>20974000,'clayp'=>10824000,'ironp'=>10432000,'cropp'=>-199016934,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>20974000,'clayp'=>10824000,'ironp'=>10432000,'cropp'=>-199016934,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>30625000,'clayp'=>18375000,'ironp'=>24500000,'cropp'=>33566118.6,'upkeep'=>3182530.4
'woodp'=>20974000,'clayp'=>10824000,'ironp'=>10432000,'cropp'=>-199016934,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>20974000,'clayp'=>10824000,'ironp'=>10432000,'cropp'=>-199016934,'upkeep'=>219643287
'woodp'=>20974000,'clayp'=>10824000,'ironp'=>10432000,'cropp'=>-199016934,'upkeep'=>219643287
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>20974000,'clayp'=>10824000,'ironp'=>10432000,'cropp'=>-199016934,'upkeep'=>219643287
'woodp'=>24500000,'clayp'=>14700000,'ironp'=>14704000,'cropp'=>14147530,'upkeep'=>10355203
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>9832000,'clayp'=>9832000,'ironp'=>19624000,'cropp'=>4928594,'upkeep'=>14855
'woodp'=>24500000,'clayp'=>14700000,'ironp'=>14704000,'cropp'=>14147530,'upkeep'=>10355203
'woodp'=>25124000,'clayp'=>15324000,'ironp'=>20224000,'cropp'=>-907197734,'upkeep'=>944570729
'woodp'=>24500000,'clayp'=>14700000,'ironp'=>14704000,'cropp'=>14147530,'upkeep'=>10355203
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
'woodp'=>24500000,'clayp'=>19600000,'ironp'=>14700000,'cropp'=>29397774,'upkeep'=>100
